Area,Loop,Loop Total Length,Loop Notes,Track No.,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,15,Fish Who Wander,Thomas Newman,Finding Dory OST,00:01:17.451,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,16,You've Got a Friend in Me [instrumental],Tom Scott,Toy Story 2 OST,00:02:53.823,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,17,The Axiom,Thomas Newman,WALL-E OST,00:01:18.384,Edited 00:00-01:15,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,18,72 Degrees and Sunny,Thomas Newman,WALL-E OST,00:00:52.991,Edited 00:00-00:42,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,19,The Incredits,Michael Giacchino,The Incredibles OST,00:04:36.695,Edited 00:00-04:46,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,20,Merida's Home,Patrick Doyle,Brave OST ,00:01:25.332,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,21,Andy's Birthday,Randy Newman,Toy Story OST,00:00:13.490,Edited 00:00-00:13,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,22,The Flik Machine,Randy Newman,A Bug's Life OST,00:02:48.116,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,23,Run With the Herd,Mychael Danna,The Good Dinosaur OST ,00:01:37.097,Edited 01:41-03:19,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,24,Gnarly Chop,Thomas Newman,Finding Dory OST,00:01:31.451,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,25,The Turtle Lope,Thomas Newman,Finding Nemo OST,00:00:45.094,Edited 01:11-02:04,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,26,WALL-E,Thomas Newman,WALL-E OST,00:01:21.519,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,27,Up with End Credits,Michael Giacchino,Up OST,00:01:29.066,Edited 01:41-03:11,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,28,Plaza de la Cruz,Michael Giacchino,Coco OST,00:00:19.133,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,29,Fiesta Espectacular,Michael Giacchino,Coco OST,00:00:50.620,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,30,The Joy of Credits,Michael Giacchino,Inside Out OST,00:02:41.813,Edited 00:00-02:23,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,31,The Cleaner,Randy Newman,Toy Story 2 OST,00:01:45.091,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,32,The Scare Floor,Randy Newman,"Monsters, Inc. OST",00:02:37.759,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,33,Colette Shows Him Le Ropes,Michael Giacchino,Ratatouille,00:02:38.946,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,34,The Glory Days,Michael Giacchino,The Incredibles OST,00:01:30.928,Edited 00:00-01:31,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,35,It's Finn McMissile!,Michael Giacchino,Cars 2 OST,00:01:22.411,Edited 03:17-04:42,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
"Disney's Paradise Pier Hotel, Esplanade-Main Gates","Esplanade Pixar Fest v.1, Paradise Pier Hotel (interior) v.2",,,36,McQueen and Sally,Randy Newman,Cars OST,00:01:22.606,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",00:31:58,"Plays in the esplanade during the holiday season. First heard in 2005 (https://community.magicmusic.net/threads/dl-christmas-esplenade-loop.2674/#post-17246), and heard nearly every season since. This loop did not play in 2012 (that year, the non-holiday loop played) or 2018 (see loop v.2). Tracks in the loop sometimes play over the ending of the previous track, and thus the exact times of the tracks as heard in the loop may be slightly different. See Magic Music: https://community.magicmusic.net/threads/disneyland-esplanade-christmas-loop-2008.5245/ and MouseBits: 
https://mousebits.com/smf/index.php?topic=3783.msg25536#msg25536, and https://mousebits.com/smf/index.php?topic=3860.msg35358#msg35358. Edit samples are here: https://mousebits.com/smf/index.php?topic=6912.msg58199#msg58199. Playlist compiled by C33 and CThaddeus, from reference recording by CThaddeus. The loop is still in use as of 2024.",1,Fanfare and Clock Parade (from it's a small world Holiday),,A Musical History of Disneyland,1:28,Edited to include 00:00 - 01:28,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,2,It's a Small World Holiday Medley,,It's a Small World Holiday Official Soundtrack or A Musical History of Disneyland,3:21,"Edited (Based on AMHoD): 01:28 - 03:16, 13:32 - End. Not the same as the 1:55 medley track that has circulated. It is longer and features more of the It's a Small World Theme. A reconstruction of the medley can be made from the official ridethrough.",,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,3,Holly Jolly Christmas,The Side Street Strutters,Winter Wonderland,2:34,Possibly added in 2007,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,4,Santa Claus is Coming to Town,The Bayou Brass Band,A Bayou Brass Christmas,2:49,,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,5,Haunted Mansion Holiday - Graveyard,,the Haunted Mansion Holiday Official Soundtrack,3:00,Edited to include 11:22 - 14:23,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,6,Over the Graveyard,,"Haunted Mansion Holiday (Soundtrack, 2002)",1:27,,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,7,Two Step Medley,Michael Martin Murphey,Cowboy Christmas,1:54,,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,8,A Christmas Fantasy Parade - Opening Unit,,,2:36,,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,9,Sleigh Ride,Arthur Fielder and the Boston Pops Orchestra,Christmas in the 90's,2:52,"Versions of the song can be found on several CDs and compilations, you want the one that runs 2:55.",,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,10,Silver Bells,Gramercy Brass,Christmas Time Is Here,1:42,,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,11,Little Saint Nick,The Beach Boys,The Beach Boys' Christmas Album,1:53,Fades into next track,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,12,Winter Wonderland,Gary Hoey,Ho! Ho! Hoey! II,2:54,,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,13,The Bells of Christmas,,The Santa Clause OST,1:08,Edited to include 1:04-end. Likely added in 2007,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,"Esplanade Holiday v.1 [REF], Esplanade Holiday v.3 [REF]",,,14,Walt Disney's Parade of Dreams (Finale Unit),,,2:25,,,,,"November 1, 2005",Christmas
Esplanade-Main Gates,Esplanade Halloween,00:55:47.741,"This loop has played in the Esplanade during Halloween at least since 2021 (verified as of 2024). It appears to be reused from the Mickey’s Halloween Party park BGM used prior to the Halloween party rebranding to the Oogie Boogie Bash. See MouseBits, https://mousebits.com/smf/index.php?topic=8223.msg76518#msg76518 (2013) and https://mousebits.com/smf/index.php?topic=10816.msg98980#msg98980 (2022). ",1,The Boogie Man,The Jackson 5,"The Haunted Mansion: Haunted Hits ",00:02:48.332,"note, crossfade out at 2:47.153",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,2,A Night on Bald Mountain (Irwin Kostal Re-Record 1982),Irwin Kostal,The Legacy Collection: Fantasia,00:00:47.260,"note, crossfade in at 0:00.430, fade out at 0:48.077",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,3,"Grim, Grinning Ghosts",Singing Busts (The Dapper Dans),The Haunted Mansion (Original Motion Picture Soundtrack),00:01:05.499,,,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,4,Things That Go Bump in the Night,JACK,The Haunted Mansion: Haunted Hits,00:03:38.274,"note, crossfade out at 3:38.430",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,5,Pink Elephants,Disney Studio Chorus,Disney Villains: Simply Sinister Songs,00:02:24.112,"note, I used a different version from the one on this album, but had a crossfade in at 0:00.900, fade out at 2:23.287",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,6,Shake Your Bones,Marco Marinangeli,Halloween Songs & Sounds,00:02:36.267,"note, crossfade out at 2:32.109",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,7,"Doctor Finklestein / In The Forest ",Danny Elfman,The Nightmare Before Christmas Special Edition (2006),00:01:56.093,"note, crossfade in at 0:26.604, crossfade out at 2:27.292",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,8,End Title,Danny Elfman,The Nightmare Before Christmas Special Edition (2006),00:04:56.106,"note, crossfade in at 0:04.671, fade out at 5:00.891",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,9,String Tremolo,John Debney,Hocus Pocus (Original Score),00:00:16.577,"note, crossfade out at 0:16.760",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,10,Main Title,John Debney,Hocus Pocus (Original Score),00:00:44.490,"note, crossfade in at 0:18.603, crossfade out at 1:03.134",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,11,Death To The Witches - John Debney - Hocus Pocus (Original Score),John Debney,Hocus Pocus (Original Score),00:00:31.274,"note, crossfade in at 0:00.915, fade out at 0:30.979",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,12,Rotten To The Core (From “Descendants: Wicked World”),Sofia Carson,Descendants (Original TV Movie Soundtrack),00:02:51.654,note: crossfade out at 2:52.232,,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,13,Descendants Score Suite,David Lawrence,Descendants (Original TV Movie Soundtrack),00:01:22.265,"note, crossfade in at 5:04.609, crossfade out at 6:24.644",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,14,This is Halloween,Panic! At The Disco,The Nightmare Before Christmas Special Edition (2006),00:03:08.267,"note, crossfade in at 0:11.993, fade out at 3:18.624",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,15,Heffalumps and Woozles,Disney Studio Chorus,Halloween Songs & Sounds,00:01:56.895,"note, fade out at 1:55.599",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,16,Monster Mash,Brian O’Neal and the BusBoys,"The Haunted Mansion: Haunted Hits ",00:03:34.204,"note, fade out at 3:32.585",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,17,"Grim, Grinning Ghosts",Barenaked Ladies,"The Haunted Mansion: Haunted Hits ",00:01:38.336,"note, crossfade out at 1:38.440",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,18,End Title (Alternate),Mark Mancina,The Haunted Mansion (Original Motion Picture Soundtrack),00:02:49.251,"note, crossfade in at 0:06.134, crossfade out at 2:55.815",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,19,"Right Place, Wrong Time",Brian O’Neal and the BusBoys,The Haunted Mansion: Haunted Hits,00:03:23.381,"note, crossfade out at 3:19.746",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,20,The Skeleton Dance,Frank Churchill,Disney's 75 Years Of Music & Memories,00:01:05.973,"note, fade out at 1:06.146",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,21,Superstition,"Raven ",The Haunted Mansion: Haunted Hits,00:03:02.554,"note, small crossfade in at 0:00.000, fade out at 3:02.576",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,22,Mickey’s Boo to You Parade,,Unreleased,00:03:08.290,,,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,23,The Sorcerer’s Apprentice,"Paul Dukas, Philharmonia Orchestra",Fantasia 2000,00:02:02.262,"note, fade in at 6:35.833, fade out at 8:38.021",,,,,Halloween
Esplanade-Main Gates,Esplanade Halloween,,,24,It’s Halloween-lo-ween,,"It’s Halloween-lo-ween ",00:04:00.108,"note, fade out at 4:00.335, with vocals; DLP release from 2005",,,,,Halloween
Downtown Disney District,Colombian Silletas [REF],00:57:56.707,"This loop played in the general Downtown Disney vicinity in the summer of 2022 to complement the Colombian silettas on display in the area. Verfied playlist compiled by pixelated, 08/2022. See Disney Parks Music Compendium, https://disney-parks-music-compendium.blogspot.com/2022/12/colombian-silletas-bgm.html.",1,Salsa Sabrosa 1514/5,"Tim Devine, Leonardo Ceballos Infante",Latin - Colombia ANW 1514,00:02:43.831,Preceded by 0.422 sec. silent gap. playback rate: 1.000015,,,,"June 16, 2022 → September 1, 2022",
